title,href,body,date,Platform
"inilahcom on Twitter: ""Provinsi Sumatera Utara (Sumut) berpotensi jadi ...",https://twitter.com/inilahdotcom/status/1636404984660234242,Provinsi Sumatera Utara (Sumut) berpotensi jadi kantong suara bagi Ketua Umum Prabowo Subianto dalam kontestasi Pemilihan Presiden (Pilpres) 2024. Hal itu dapat dilihat dari hasil Musyawarah Rakyat (Musra) ke-18 relawan Jokowi. Hasil dari forum yang…,2023-03-16,Twitter
Prabowo Subianto on Twitter,https://twitter.com/prabowo/status/1636596621663416322,Pak.Prabowo. Calon Presiden kami yg baik. Ijin Pak. Menyampaikan permasalahan di Kalimantan Tengah terkait dengan pertambangan Batu Bara yaitu sebagai berikut; 1.adalah PT.AKT yg telah dinyatakan oleh Kementrian ESDM telah dicabut dan disebut sebagai lokasi Eks PT.AKT. Yg,2023-03-17,Twitter
"Kemhan RI on Twitter: ""Menhan RI Prabowo Subianto @prabowo bersama ...",https://twitter.com/Kemhan_RI/status/1636554427262971905,"""Menhan RI Prabowo Subianto @prabowo bersama Menhan Singapura HE. Dr. Ng Eng Hen @Ng_Eng_Hen serah terima dokumen kesepakatan kerjasama pertahanan, pada Pertemuan Leader's Retreat di Istana Kepresidenan Singapura, Kamis (16/3). 🇮🇩🇸🇬""",2023-03-17,Twitter
Presiden Jokowi menghadiri Istighosah dan Doa Bersama ... - Twitter,https://twitter.com/detikcom/status/1636531819297349632,"Presiden Jokowi menghadiri Istighosah dan Doa Bersama Rabithah Melayu-Banjar di Tabalong, Kalimantan Selatan. Menhan Prabowo Subianto turut mendampingi.",2023-03-17,Twitter
"Ary Prasetyo on Twitter: ""Jangankan negara lain yang didalam negeri ...",https://twitter.com/Aryprasetyo85/status/1636654878465622017,"Jangankan negara lain yang didalam negeri juga binggung... @prabowo Sebut Negara Lain Bingung Lihat Dirinya dan @jokowi Bersatu Menteri Pertahanan Prabowo Subianto menyinggung soal keheranan negara lain atas hubungannya dengan Presiden Joko Widodo. Sebab, menurut Prabowo,… Show more . 17 Mar 2023 09:05:05",2023-03-17,Twitter
Benks on Twitter,https://twitter.com/bwinarso99/status/1636522032157573122,"""BUBAR DONG, MOSOK BUBAR YAA.. 🤪😡👹 Ketua Umum PKB Muhaimin Iskandar atau Cak Imin menegaskan Koalisi Kebangkitan Indonesia Raya (KIR) yang diisi PKB dan Gerindra akan bubar bila Prabowo Subianto memilih Ganjar Pranowo sebagai cawapres maju Pilpres 2024.""",2023-03-17,Twitter
Kinan Prameswari on Twitter,https://twitter.com/soffyajkt/status/1636982663142838275,"""Presiden sudah coba, saya juga sudah coba,"" kata Prabowo di Masjid Istiqlal Jakarta, pada Sabtu (29/10/2022). #PrestasiPrabowo #IkutPakde Prabowo Subianto""",2023-03-18,Twitter
"KOMPAS TV on Twitter: ""Menteri Pertahanan @prabowo Subianto menyinggung ...",https://twitter.com/KompasTV/status/1636910297003995136,"Menteri Pertahanan @prabowo Subianto menyinggung soal keheranan negara lain atas hubungannya dengan Presiden @jokowi. Sebab, menurut Prabowo, negara lain bingung saat dirinya bergabung ke pemerintahan. Pasalnya, Prabowo sempat menjadi rival Jokowi pada Pilpres 2019 lalu. 18 Mar 2023 02:00:01",2023-03-18,Twitter
GELORA NEWS on Twitter,https://twitter.com/geloraco/status/1637105652899393537,Bp LETJEN TNI ;PURN) PRABOWO SUBIANTO sosok NEGARAWAN berpeluang besar TERPILIH sbg PRESIDEN RI ke 8. 1. 1. yohan. @yohan18921611 ...,2023-03-18,Twitter
"𝓖𝓔𝓝𝓓𝓘𝓩 • on Twitter: ""Ini ada piaraan @Gerindra Ikan Buntal yg ocooolll ...",https://twitter.com/Sagitarius23_11/status/1636986688353472512,Ini ada piaraan @Gerindra Ikan Buntal yg ocooolll ( lepas) di kerumunan CAPRES POLITIK IDENTITAS .. @Gerindra tahu gk yak... Bukannya Ketum @Gerindra Pak Prabowo adlh Cepres nya???,2023-03-18,Twitter
"Majalah Tempo on Twitter: ""Usaha Presiden Joko Widodo mengarahkan ...",https://twitter.com/temponewsroom/status/1637578524021379073,Usaha Presiden Joko Widodo mengarahkan Presiden penggantinya yang terbaru: coba-coba menduetkan Prabowo Subianto dan Ganjar Pranowo. Simak di ️ http://majalah.tempo.co,2023-03-19,Twitter
Туит / Twitter,https://twitter.com/KihuBlue/status/1637248481684512768,and. @Growltigerjsm. There's alot of milk inside those huge dad-balls to extract. 1. FictionousCrushes (Tamma) @2Twisted4Bf. ·. Mar 19.,2023-03-19,Twitter
Septian.E.Geo on Twitter,https://twitter.com/RSeptianEGeo/status/1637867417966878720,Sign up. See new Tweets,2023-03-20,Twitter
"detikcom on Twitter: ""Koalisi Relawan Jokowi NTB memberi isyarat ...",https://twitter.com/detikcom/status/1637720672859308033,Koalisi Relawan Jokowi NTB memberi isyarat mendukung Ketua Umum Partai Gerindra Prabowo Subianto menjadi capres yang bertarung di Pemilu 2024 via: @detikbali_,2023-03-20,Twitter
"Aurelia Avivian on Twitter: ""Ada sejumlah keunggulan Prabowo Subianto ...",https://twitter.com/AureliaAvivian/status/1637625355220709376,Sign up. See new Tweets,2023-03-20,Twitter
Туит / Twitter,https://twitter.com/KihuBlue/status/1637248481684512768,and. @Growltigerjsm. There's alot of milk inside those huge dad-balls to extract. 1. FictionousCrushes (Tamma) @2Twisted4Bf. ·. Mar 19.,2023-03-20,Twitter
"inilahcom on Twitter: ""Pertemuan Presiden Joko Widodo (@jokowi) dengan ...",https://twitter.com/inilahdotcom/status/1637781740289941505,"Pertemuan Presiden Joko Widodo (@jokowi) dengan Ketua Umum PDIP Megawati Soekarnoputri pada Sabtu (18/3/2023), diduga membicarakan pengusungan Ganjar Pranowo (@ganjarpranowo) sebagai calon presiden (capres) pada Pilpres 2024.",2023-03-20,Twitter
mommy_arsy on Twitter,https://twitter.com/momy_loveyou/status/1637821516128870401,"Malam sosmed open vcs di jamin puas #vcs BOBOTOH Prabowo Subianto. 2:20 PM · Mar 20, 2023 ...",2023-03-20,Twitter
"Dahnil A Simanjuntak on Twitter: """" Bak Pertandingan Bola, saat ini ...",https://twitter.com/Dahnilanzar/status/1637646112122343425,""" Bak Pertandingan Bola, saat ini semua partai,capres mencari formasi terbaik. Dan Tentu Pak @prabowo bersama koalisi @gerindra @dpp_pkb dalam hal ini Gus @cakiminow terus bekerja menemukan formasi terbaik untuk bertarung di arena Pilpres nanti Sumber: @kompastv @frisca_clariss",2023-03-20,Twitter
"Prabowo Subianto on Twitter: ""Menyapa masyarakat di Pasar Youtefa yang ...",https://twitter.com/prabowo/status/1638087774476849152,Menyapa masyarakat di Pasar Youtefa yang merupakan salah satu pasar tradisional terbesar di Kota Jayapura. Suasana suka cita dan keramahan para pedagang dan pembeli kami rasakan ketika berkeliling mendampingi Presiden @jokowi,2023-03-21,Twitter
"inilahcom on Twitter: ""Wakil Ketua Dewan Pembina Partai Gerindra ...",https://twitter.com/inilahdotcom/status/1638184091563745282,"Wakil Ketua Dewan Pembina Partai Gerindra, Desmond Junaidi Mahesa mengamini pernyataan Kepala Badan Intelijen Negara (BIN) Budi Gunawan yang mendukung Prabowo Subianto agar bisa memenangi Pemilihan Presiden (Pilpres) 2024. ""Ya saya sebagai orang Partai… 21 Mar 2023 14:21:38",2023-03-21,Twitter
"Ary Prasetyo on Twitter: ""Tetangga gak suka kalo kita Digdaya ...",https://twitter.com/Aryprasetyo85/status/1638329813655240704,Tetangga gak suka kalo kita Digdaya... Tetangga paling suka kalo kita lemah sehingga mereka sesuka nya menghina dan merendahkan kita Langkah @prabowo Beli 'Truk Raksasa Langit' Disenggol Negara Tetangga Program pengadaan kendaraan tempur oleh Menteri Pertahanan Prabowo Subianto… Show more . 22 Mar 2023 00:00:40,2023-03-21,Twitter
"detikcom on Twitter: ""Viral di media sosial Menhan Prabowo Subianto ...",https://twitter.com/detikcom/status/1638460331407073280,"Viral di media sosial Menhan Prabowo Subianto bersikap hormat ke Menko Marves, Luhut Binsar Panjaitan. Hal ini lantaran guyon Prabowo meminta izin duduk ke Luhut. 0:57",2023-03-22,Twitter
"detikcom on Twitter: ""Ketua DPD Gerindra Jatim, Gus Sadad, terlihat ...",https://twitter.com/detikcom/status/1638459978343149569,"Ketua DPD Gerindra Jatim, Gus Sadad, terlihat begitu akrab dengan Gubernur Khofifah. Sadad menampik dirinya sedang merayu Khofifah jadi Cawapres Prabowo.",2023-03-22,Twitter
"Ary Prasetyo on Twitter: ""Tetangga gak suka kalo kita Digdaya ...",https://twitter.com/Aryprasetyo85/status/1638329813655240704,Tetangga gak suka kalo kita Digdaya... Tetangga paling suka kalo kita lemah sehingga mereka sesuka nya menghina dan merendahkan kita Langkah @prabowo Beli 'Truk Raksasa Langit' Disenggol Negara Tetangga Program pengadaan kendaraan tempur oleh Menteri Pertahanan Prabowo Subianto… Show more . 22 Mar 2023 00:00:40,2023-03-22,Twitter
"Listyo Sigit Prabowo on Twitter: ""Dalam suasana yang penuh berkah ...",https://twitter.com/ListyoSigitP/status/1638530204414128128,Dalam suasana yang penuh berkah perkenankan saya atas nama Kepolisian Negara Republik Indonesia bersama Ketua Umum Bhayangkari mengucapkan Selamat Menunaikan Ibadah Puasa di bulan suci Ramadhan 1444 H bagi umat islam dimanapun berada.,2023-03-22,Twitter
"inilahcom on Twitter: ""Partai Nasional Demokrat (NasDem) santai ...",https://twitter.com/inilahdotcom/status/1638886584278999047,"Partai Nasional Demokrat (NasDem) santai merespons kian mesranya Presiden Joko Widodo (Jokowi) dengan calon presiden (capres) dari Partai Gerindra Prabowo Subianto. Menurut Wakil Ketua Umum Partai NasDem, Ahmad Ali kedekatan kedua tokoh itu wajar… 23 Mar 2023 12:53:05",2023-03-23,Twitter
Conversation - Twitter,https://twitter.com/fachriman13/status/1639154011822755840,"""Rangkaian kegiatan keduanya dianggap Gerindra sebagai soft endorsement atau promosi secara halus oleh Presiden Jokowi untuk Prabowo. #PrabowoPemersatu #IkutPakde Prabowo Subianto""",2023-03-24,Twitter
Conversation - Twitter,https://twitter.com/fachriman13/status/1639154045373005824,"""Karena itu, komunikasi antara Gerindra dan PDI-P terus dilakukan dalam level tertinggi antar-ketua umum partai. #PrabowoPemersatu #IkutPakde Prabowo Subianto""",2023-03-24,Twitter
Sthefanie ayunda on Twitter,https://twitter.com/sthefanieau_/status/1639154855829983232,"""""Dan tentunya itu akan menaikkan semangat kami. Dan tadi sudah saya sampaikan, kami akan lebih fokus untuk memperkuat struktur dan memperkuat kerja sama dengan PKB untuk menghadapi Pilpres 2024,"" tutur dia. #PrabowoPemersatu #IkutPakde Prabowo Subianto""",2023-03-24,Twitter
andystwn on Twitter,https://twitter.com/andystwn4/status/1639493853597286400,"""Erick mengaku senang bisa berdiskusi dengan Prabowo. Namun, mantan presiden Inter Milan itu tidak menjelaskan secara detail mengenai isi pembahasan dengan Ketua Umum Partai Gerindra tersebut. #PrabowoPemersatu #IkutPakde Prabowo Subianto""",2023-03-25,Twitter
andystwn on Twitter,https://twitter.com/andystwn4/status/1639493873767702530,"""Sebelumnya, Juru Bicara Menteri Pertahanan sekaligus Ketua Umum DPP Partai Gerindra Dahnil Anzar Simanjuntak membenarkan ihwal pertemuan Prabowo Subianto dengan Menteri BUMN Erick Thohir, Jumat 24 Maret 2023. #PrabowoPemersatu #IkutPakde Prabowo Subianto""",2023-03-25,Twitter
"Tiand Raharjo on Twitter: ""Makanya banyak pihak yang memilih anteng ...",https://twitter.com/Gus_Raharjo/status/1639587988974997507,"Makanya banyak pihak yang memilih anteng kalau soal ini. Lihat saja Prabowo Subianto, Anies Baswedan atau calon presiden lainnya. Tak ada tuh yang ikut bersuara. Mereka memilih diam karena takut jadi target serangan. Praktis hanya Ganjar yang berani menunjukkan sikap. Berdiri… 25 Mar 2023 11:20:13",2023-03-25,Twitter
"Galih Kurniawan on Twitter: ""Menteri Pertahan (Menhan) Prabowo Subianto ...",https://twitter.com/GalihKrniawan/status/1640112718165442562,"""Menteri Pertahan (Menhan) Prabowo Subianto kerap terlihat mendampingi Presiden Joko Widodo (Jokowi) dalam kunjungan kerja.capres2024 pemilu2024 dekade08 terusmajubersamaprabowo mendingprabowo Pastinya Prabowo Lebih Mending Prabowo @prabowo @gerindra""",2023-03-26,Twitter
"Angga Alansyah on Twitter: ""Menteri Pertahan (Menhan) Prabowo Subianto ...",https://twitter.com/alansyah_angga/status/1640112737085964288,"""Menteri Pertahan (Menhan) Prabowo Subianto kerap terlihat mendampingi Presiden Joko Widodo (Jokowi) dalam kunjungan kerja.capres2024 pemilu2024 dekade08 terusmajubersamaprabowo mendingprabowo Pastinya Prabowo Lebih Mending Prabowo @prabowo @gerindra""",2023-03-26,Twitter
Conversation - Twitter,https://twitter.com/Hum4nNeRr0R_/status/1639868511500800000,"""Untuk itu, Ketua DPD Partai Gerakan Indonesia Raya (Gerindra) Provinsi Papua, Yanni, SH didamping Ketua PAC Partai Gerindra Muaratami, Kota Jayapura, Febian Samuel Hutubessy dan salah satu kader baru Partai Gerindra, #PrabowoPemersatu #IkutPakde Prabowo Subianto""",2023-03-26,Twitter
moammar fatahilah on Twitter,https://twitter.com/moammarfatahil1/status/1640207256909402112,"""Ketua Umum PP Tidar, Rahayu Saraswati Djojohadikusumo mengatakan, esport hari ini bukan hanya sebatas permainan, tapi juga sebagai wadah anak muda mengembangkan sayap untuk menjadi atlet esport. #PrabowoPemersatu #IkutPakde Prabowo Subianto""",2023-03-27,Twitter
moammar fatahilah on Twitter,https://twitter.com/moammarfatahil1/status/1640607443423236097,"""Sekjen Partai Gerindra Ahmad Muzani mengatakan Prabowo sudah mendengar hasil Ijtima Ulama dari Ketua Umum PKB Muhaimin Iskandar alias Cak Imin, Senin (23/1) pagi tadi di kediaman Prabowo di Kertanegara. #PrabowoDanUlama #IkutPakde Prabowo Subianto""",2023-03-28,Twitter
neirobi on Twitter,https://twitter.com/georgiaStuff/status/1640595988443430912,"""Sekjen Partai Gerindra Ahmad Muzani mengatakan, pertemuan ini merupakan lanjutan dari pertemuan sebelumnya di kediaman Ketua Umum Partai Gerindra Prabowo Subianto, Jalan Kertanegara, Kebayoran Baru, Jakarta Selatan, Sabtu (18/6/2022) lalu. #PrabowoDanUlama #IkutPakde""",2023-03-28,Twitter
Abdul Kholil on Twitter,https://twitter.com/dulbedul911/status/1640608415834861568,"""JAKARTA -- Menteri Pertahanan yang juga Ketua Umum Partai Gerindra Prabowo Subianto bersilaturahim dengan sejumlah pimpinan pondok pesantren di Jawa Timur di Surabaya pada Senin (26/12/2022). #PrabowoDanUlama #IkutPakde Prabowo Subianto""",2023-03-28,Twitter
"hanyamanusia on Twitter: ""JAKARTA, http://iNews.id - Ketua Umum Partai ...",https://twitter.com/gadotaja/status/1640623957215940608,"JAKARTA, http://iNews.id - Ketua Umum Partai Gerindra, Prabowo Subianto mengunjungi Kiai Ahmad Muzaki Syaha, pimpinan Pondok Pesantren Al-Qodiri, Jember, Jawa Timur ...",2023-03-28,Twitter
moammar fatahilah on Twitter,https://twitter.com/moammarfatahil1/status/1640607508002897920,"""Hasilnya, para kiai dan ulama memberikan mandat kepada Ketua Umum PKB Abdul Muhaimin Iskandar dalam menentukan arah politik partai hingga kepemimpinan nasional 2024. #PrabowoDanUlama #IkutPakde Prabowo Subianto""",2023-03-28,Twitter
"Dokter Tifa on Twitter: ""Pendapat saya yg bbrp kali saya twit, Prabowo ...",https://twitter.com/DokterTifa/status/1640592174600568833,"Pendapat saya yg bbrp kali saya twit, Prabowo paling pas utk jadi Presiden 2024, di tengah ancaman Perang Dunia III yg berpotensi meluas ke Asia Pasifik.",2023-03-28,Twitter
eL'Proffesor on Twitter,https://twitter.com/JamesBondack/status/1640970263813849088,"""Ketua Umum PKB, Abdul Muhaimin Iskandar pun mengakui atas kecerdasan Gus Ali yang menjadi penengah diantara PKB dan Gerindra. #PrabowoDanUlama #IkutPakde Prabowo Subianto""",2023-03-29,Twitter
eL'Proffesor on Twitter,https://twitter.com/JamesBondack/status/1640968757941252101,"""Hadir pula Sekjen PKB Hasanuddin Wahid, Wakil Ketua Umum Jazilul Fawaid, serta dua Ketua DPP, Syaiful Huda dan Faisol Riza. #PrabowoDanUlama #IkutPakde Prabowo Subianto""",2023-03-29,Twitter
eL'Proffesor on Twitter,https://twitter.com/JamesBondack/status/1640968342113751040,"""Hal itu diutarakan oleh Wakil Ketua Umum PKB Jazilul Fawaid. #PrabowoDanUlama #IkutPakde Prabowo Subianto""",2023-03-29,Twitter
"deby on Twitter: ""Selain membuka Rapimnas BKPRMI, ketua umum Partai ...",https://twitter.com/artiasdeby3/status/1641023345213964289,"Selain membuka Rapimnas BKPRMI, ketua umum Partai gerakan Indonesia Raya (Gerindra) ini juga mewisuda ribuan santri Lembaga Pembinaan dan Pengembangan Taman Kanak-kanak Alquran (LPPTKA) BKPRMI angkatan XXIX. #PrabowoDanUlama #IkutPakde Prabowo Subianto. 29 Mar 2023 10:23:48",2023-03-29,Twitter
"Dokter Tifa on Twitter: ""Saya dukung @aniesbaswedan utk 2029. Saran ...",https://twitter.com/DokterTifa/status/1640892113935286274,"Saya dukung @aniesbaswedan utk 2029. Saran saya Anies sebaiknya sejak sekarang bikin Partai, berjuang dr NOL, shg punya dignity, tidak didikte dan harus balas budi ketika jadi Presiden.",2023-03-29,Twitter
Duet Prabowo Subianto dengan Ganjar Pranowo disebut ... - Twitter,https://twitter.com/detikcom/status/1641269358054760451,Duet Prabowo Subianto dengan Ganjar Pranowo disebut tergantung posisi Anies Baswedan. 30 Mar 2023 02:41:22,2023-03-30,Twitter
"Ⓜ️inmon on Twitter: """"Agrinas adalah perusahaan swasta, tapi ...",https://twitter.com/MinmonPS7/status/1641430965485731841,"""Agrinas adalah perusahaan swasta, tapi kepemilikan nya agak aneh karena dimiliki oleh yayasan yang sudah bisa ditebak siapa ketua yayasan tersebut, ya; pak Menhan Prabowo Subianto""",2023-03-30,Twitter
eL'Proffesor on Twitter,https://twitter.com/JamesBondack/status/1641728563459260419,"""Menurut dia, duet kader PDIP dan Ketua Umum Partai Gerindra itu berpeluang memenangkan Pilpres 2024 karena keduanya memiliki tingkat keterpilihan #RakyatPilihPrabowo #IkutPakde Prabowo Subianto""",2023-03-31,Twitter
hanyamanusia on Twitter,https://twitter.com/gadotaja/status/1641735904145588228,"""Calon presiden yang dijagokan Koalisi Merah Putih (Partai Gerindra, Partai Amanat Nasional, Partai Keadilan Sejahtera, Partai Persatuan Pembangunan, #RakyatPilihPrabowo #ikutPakde Prabowo Subianto""",2023-03-31,Twitter
hanyamanusia on Twitter,https://twitter.com/gadotaja/status/1641735927876943873,"""Ketua Umum KTNA Winarno Tohir mengatakan Prabowo hadir sebagai tamu kehormatan. Prabowo menjadi Anggota Kehormatan KTNA sejak 2005. #RakyatPilihPrabowo #ikutPakde Prabowo Subianto""",2023-03-31,Twitter
"Partai Gerindra on Twitter: """"Beliau melaporkan perkembangan, karena ...",https://twitter.com/Gerindra/status/1641803196694958081,"""Beliau melaporkan perkembangan, karena saya beberapa waktu lalu diangkat sebagai ketua dewan pembina dari KOBI & alhamdulillah kemajuannya pesat, setahap demi setahap kita sudah ada pemuda, Jeka Saragih, yg berhasil sekarang diterima di UFC International."" kata Prabowo Subianto.",2023-03-31,Twitter
mangib_com on Twitter,https://twitter.com/mang_ib/status/1642155275389112320,"""sehingga kita bisa mendapatkan sebuah tim nasional yang betul-betul siap,"" tutur Kepala Negara. Turut mendampingi Presiden dalam kesempatan tersebut antara lain Ketua Umum PSSI Erick Thohir, Wakil Ketua Umum PSSI Zainudin Amali, dan Kapolri Jenderal Listyo Sigit Prabowo.""",2023-04-01,Twitter
"angelica on Twitter: ""Sementara itu, Prabowo Subianto menyambut baik ...",https://twitter.com/angelica6dianne/status/1642407386022567938,"""Sementara itu, Prabowo Subianto menyambut baik kunjungan Ketua Umum KOBI beserta jajaran. #PrabowoDanOlahraga #IkutPakde""",2023-04-02,Twitter
"Indonesia Lawyers Club on Twitter: ""#PollingILC Hari ini 5 Partai ...",https://twitter.com/ILCTalkshow/status/1642462722498629632,#PollingILC Hari ini 5 Partai Koalisi Pemerintah mengumumkan Prabowo Subianto Calon Presiden & Airlangga Hartarto Wakil Presiden di tahun 2024. Sementara 3 Partai lain sepakat Anies Baswedan Capres mereka. Tinggal PDIP belum mengumumkan. Menurut Anda siapa akhirnya calon PDIP?,2023-04-02,Twitter
"Kemhan RI on Twitter: ""Presiden RI Joko Widodo @jokowi bersama Menteri ...",https://twitter.com/Kemhan_RI/status/1642374125883887616,"Presiden RI Joko Widodo @jokowi bersama Menteri Pertahanan Prabowo Subianto @prabowo meresmikan nama rantis ""Maung"" saat Rapim Kemhan tahun 2023, beberapa waktu lalu.",2023-04-02,Twitter
moammar fatahilah on Twitter,https://twitter.com/moammarfatahil1/status/1642419642131189760,"""""Dari arahan beliau akhirnya kami dengan ketua dewan pengarah berinisiatif untuk menyelenggarakan suatu turnamen yang mengundang The Best of The Best dari akademi di Indonesia #PrabowoDanOlahraga #IkutPakde Prabowo Subianto""",2023-04-02,Twitter
SIDOKKES POLRESTA DENPASAR on Twitter,https://twitter.com/Dokkesrestadps/status/1642414238705795072,Log in. Sign up,2023-04-02,Twitter
"Pengajian Gus Miftah on Twitter: ""Tausyiah #GusMiftah di Acara ...",https://twitter.com/pgmoraaji/status/1642511333638934530,Tausyiah #GusMiftah di Acara 'Silahturahmi Ramadan' bersama parpol-parpol koalisi pemerintahan di kantor DPP PAN pada Minggu (2/4/2023) siang.,2023-04-02,Twitter
moammar fatahilah on Twitter,https://twitter.com/moammarfatahil1/status/1642808336864415745,"""Presiden Joko Widodo dinilai bakal berubah haluan mendukung Ketua Umum Gerindra Prabowo Subianto sebagai calon presiden 2024. #PrabowoDanOlahraga #IkutPakde Prabowo Subianto""",2023-04-03,Twitter
moammar fatahilah on Twitter,https://twitter.com/moammarfatahil1/status/1642808410415730688,"""Sebelumnya, pengumuman pencabutan status Indonesia sebagai tuan rumah Piala Dunia U-20 diambil setelah Presiden FIFA Gianni Infantino dan Ketua Umum PSSI Erick Thohir bertemu di Doha, Qatar, Rabu, 29 Maret 2023. #PrabowoDanOlahraga #IkutPakde Prabowo Subianto""",2023-04-03,Twitter
Tim7 Tangkulara on Twitter,https://twitter.com/tangkulara/status/1642755936845717510,"""Ketua Umum Partai Amanat Nasional (PAN) Zulkifli Hasan melempar pujian kinerja Ketua Umum Partai Gerakan Indonesia Raya (Gerindra) Prabowo Subianto yang tak kenal lelah bekerja demi NKRI di hadapan Presiden Jokowi Dodo dan beberapa Ketum Partai Koalisi Pemerintah.""",2023-04-03,Twitter
hanyamanusia on Twitter,https://twitter.com/gadotaja/status/1642830700478091264,"""Adapun para ketua umum partai politik lain yang diundang yaitu Megawati Soekarnoputri dari PDIP, Airlangga Hartarto dari Golkar, Prabowo Subianto dari Gerindra, Muhaimin Iskandar dari PKB, dan Muhamad Mardiono dari PPP. #PrabowoDanOlahraga #IkutPakde Prabowo Subianto""",2023-04-03,Twitter
moammar fatahilah on Twitter,https://twitter.com/moammarfatahil1/status/1642806502456188928,"""""Dari arahan beliau akhirnya kami dengan ketua dewan pengarah berinisiatif untuk menyelenggarakan suatu turnamen yang mengundang The Best of The Best dari akademi di Indonesia #PrabowoDanOlahraga #IkutPakde Prabowo Subianto""",2023-04-03,Twitter
andystwn on Twitter,https://twitter.com/andystwn4/status/1642799349817307136,"""Di situ diajarkan tidak mungkin karya satu orang atau dua orang. Keberhasilan adalah hasil saru tim. Tidak hanya 11 orang di lapangan,"" terang Ketua Umum Partai Gerindra itu. #PrabowoDanOlahraga #IkutPakde Prabowo Subianto""",2023-04-03,Twitter
"Lambe Waras on Twitter: ""Jadi Gini, Nanti Jokowi sbg Petugas Partai ...",https://twitter.com/abu_waras/status/1642773179188879360,"Jadi Gini, Nanti Jokowi sbg Petugas Partai Dipanggil Mega, Mega Marah Besar, Prabowo dan Ketua Umum Koalisi pada bingung, akhirnya bubar Jalan, dan gabung di Koalisi Perubahan.",2023-04-03,Twitter
Ftiria Restiana on Twitter,https://twitter.com/FtiriaR/status/1643389274392502273,"""Burhanuddin: ""Ke Prabowo low context, penerus Jokowi adalah Prabowo, Presiden 2024 jatah Prabowo sebanyak 5 kali, ditenteng kesana kemari."". capres2024 pemilu2024 dekade08 terusmajubersamaprabowo MENDINGPRABOWO @prabowo @gerindra""",2023-04-04,Twitter
"Ftiria Restiana on Twitter: ""Prabowo Subianto menilai Jokowi sebagai ...",https://twitter.com/FtiriaR/status/1643389245435027458,"""Prabowo Subianto menilai Jokowi sebagai sosok presiden yang rendah hati. capres2024 pemilu2024 dekade08 terusmajubersamaprabowo MENDINGPRABOWO @prabowo @gerindra""",2023-04-04,Twitter
Ftiria Restiana on Twitter,https://twitter.com/FtiriaR/status/1643389214837604352,"""Momen Presiden Jokowi menggoda Prabowo Subianto terkait elektabilitasnya yang tengah naik. capres2024 pemilu2024 dekade08 terusmajubersamaprabowo MENDINGPRABOWO @prabowo @gerindra""",2023-04-04,Twitter
hanyamanusia on Twitter,https://twitter.com/gadotaja/status/1643135878024560643,"""Jakarta, CNN Indonesia -- Ketua Umum Partai Gerindra Prabowo Subianto mengaku sudah ada kesepakatan soal wacana koalisi besar untuk menggabungkan Kebangkitan Indonesia Raya (KIR). #PrabowoUntukIndonesia #IkutPakde Prabowo Subianto""",2023-04-04,Twitter
"Lesma Priliani on Twitter: ""Prabowo Subianto memberi tanggapan dari ...",https://twitter.com/LesmaPriliani/status/1643389283146010624,"""Prabowo Subianto memberi tanggapan dari pernyataan Presiden RI Jokowi tentang elektabilitasnya. capres2024 pemilu2024 dekade08 terusmajubersamaprabowo MENDINGPRABOWO @prabowo @gerindra""",2023-04-04,Twitter
"Lady Adhriyani on Twitter: ""Prabowo Subianto menanggapi pernyataan ...",https://twitter.com/LAdhriyani/status/1643386748913983488,"""Prabowo Subianto menanggapi pernyataan Presiden RI Jokowi yang menyebut kalau elektabilitasnya naik karena hasil kerja sendiri bukan karena kinerja presiden. capres2024 pemilu2024 dekade08 terusmajubersamaprabowo MENDINGPRABOWO @prabowo @gerindra""",2023-04-04,Twitter
"Ftiria Restiana on Twitter: ""Prabowo Subianto mengatakan selama ...",https://twitter.com/FtiriaR/status/1643389244470362112,"""Prabowo Subianto mengatakan selama bertugas sebagai Menteri Pertahanan tidak terlepas dari pemerintahan sekaligus dari presiden. capres2024 pemilu2024 dekade08 terusmajubersamaprabowo MENDINGPRABOWO @prabowo @gerindra""",2023-04-04,Twitter
hanyamanusia on Twitter,https://twitter.com/gadotaja/status/1643135908923977729,"""Namun hal itu diserahkan kembali kepada para ketua umum partai. #PrabowoUntukIndonesia #IkutPakde Prabowo Subianto""",2023-04-04,Twitter
Prabowo Subianto menilai Jokowi sebagai sosok presiden yang ... - Twitter,https://twitter.com/AldiiSatrio11/status/1643385812166533121,Prabowo Subianto menilai Jokowi sebagai sosok presiden yang rendah hati. capres2024 pemilu2024 dekade08 terusmajubersamaprabowo MENDINGPRABOWO @prabowo @gerindra 04 Apr 2023 22:51:24,2023-04-04,Twitter
"Maharani ,Meliani on Twitter: ""Momen Presiden Jokowi menggoda Prabowo ...",https://twitter.com/MaharaniMeliani/status/1643389298941767681,Momen Presiden Jokowi menggoda Prabowo Subianto terkait elektabilitasnya yang tengah naik. capres2024 pemilu2024 dekade08 terusmajubersamaprabowo MENDINGPRABOWO @prabowo @gerindra 04 Apr 2023 23:05:16,2023-04-04,Twitter
"PDIP Minta Capres di Koalisi Besar, Gerindra Anggap Terlalu Dini - Twitter",https://twitter.com/CNNIndonesia/status/1643743259112669184,"PDIP Minta Capres di Koalisi Besar, Gerindra Anggap Terlalu Dini. 05 Apr 2023 22:31:46",2023-04-05,Twitter
