sentimen,tahun,tweet
Positif,2019,'Ppdb DKI Jakarta 2019 Selamat diterima sekolah2 negeri Bagi diterima putus asa segalanya.\nSeperti admin hibernasi menjelang ppdb 2020 Sekali selamat semangat
Positif,2019,Alasan Penulis Status Tak Usah Pajang Foto Presiden Kagum PPDB DKI https t.co/s0aKmmfh35 Tribun_Jakarta
Positif,2019,thedufresne Setuju n\nKemarin coba advokasi kebijakan PPDB alhamdulillah Jakarta daerah Kemudian coba diskusi perbaikan PAUD.\n\nTerkait konstruksi Disdik paham konstruksi desain ramah anak
Positif,2019,Semoga Kemdikbud_RI mengevaluasi aturan ppdb jadikan jakarta percontohan sukses terapkan daerah evaluasi mohon jokowi copot mendikbudnya
Positif,2019,Kunto_Drummer aniesbaswedan Yg Jakarta dipimpin aniesbaswedan penerimaan siswa alias PPDB ribet pakai antri jam 3 pagi syarat daftar sekolah pakai nilai UN pakai meteran Kami wali murid TERIMA KASIH PAK ANIES
Positif,2019,Sistem PPDB DKI Jakarta bijaksana akomodatif menyalurkan aspirasi warganya pendidikan adil layak memperhatikan keseimbangan lingkungan kota penduduk https t.co/VO7mGxcFIW
Positif,2019,NitaSellya Dibantuin admin ppdbdki fast respon dimasa2 ppdb jakarta non dki.Berarti banget jasa informasinya dimasa2 genting ppdb Aku H2C terbantu Didoain berkah murah rezeki Klo ketemu jodoh dipertemukan terbaik.Terima kasihbanyak min
Positif,2019,Berlangsung Lancar PPDB Jakarta Digagas Anies Bisa Jadi Rujukan SwaMedium https t.co/MbyxEL8It6
Positif,2019,Berlangsung Lancar PPDB Jakarta Digagas Anies Bisa Jadi Rujukan SwaMedium https t.co/e4iS0mhJXS
Positif,2019,'Opini 2 PPDB Jakarta Fair Transparan
Positif,2019,Berlangsung Lancar Fahira Idris PPDB Jakarta Bisa Jadi Rujukan Kota Lain https t.co/RFHtoOVons
Positif,2019,Berlangsung Lancar PPDB Jakarta Bisa Jadi Rujukan Kota Lain\nhttps t.co/Sj2ODhqj9Z
Positif,2019,Lancar PPDB Jakarta Bisa Jadi Rujukan Kota Lain https t.co/A6aOKv2zXc https t.co/ffzU3R8DN9
Positif,2019,Berlangsung Lancar PPDB Jakarta Bisa Jadi Rujukan Kota Lain https t.co/Tw23zxYgEe
Positif,2019,Berlangsung Lancar PPDB Jakarta Bisa Jadi Rujukan Kota Lain https t.co/KmwMUR5v9O
Positif,2019,PPDB Jakarta Dinilai Bisa Jadi Rujukan baca republikaonline\nhttps t.co/dlbULhvtCs
Positif,2019,Kepala Dinas Pendidikan Kadisdik DKI Jakarta Ratiyono menilai penerapan sistem zonasi sekolah Penerimaan Peserta Didik Baru PPDB Jakarta adil https t.co/sHogVkvTC1 https t.co/PLPzdVtmN3
Positif,2019,Kadisdik DKI Klaim Penerapan Zonasi PPDB Jakarta Sangat Adil https t.co/0x9ZFCwhua https t.co/1tAA5rz2ka
Positif,2019,Kadisdik DKI Klaim Penerapan Zonasi PPDB Jakarta Sangat Adil https t.co/rgWGfzXchn
Positif,2019,Kadisdik DKI Jakarta menilai penerapan sistem zonasi sekolah PPDB Jakarta adi https t.co/fqn4BaNLP2 https t.co/uyhnk4Hr8t
Positif,2019,Kepala Dinas Pendidikan Kadisdik DKI Jakarta Ratiyono menilai penerapan sistem zonasi sekolah Penerimaan Peserta Didik Baru PPDB Jakarta adil https t.co/EbDKVO7OUA
Positif,2019,Berlangsung Lancar PPDB Jakarta Digagas Anies Bisa Jadi Rujukan https t.co/PewEw9CWN1 faktaberitafakta https t.co/xpTXTWIilT
Positif,2019,Meski Mengular Antrean PPDB SMA 8 Jakarta Kondusif https t.co/E2DHl1Om79
Positif,2019,Dukung Penerapan Sistem Zonasi PPDB Wali Murid Peluang Diterima Sekolah Unggulan Lebih Besar https t.co/bb1npp3ItW Tribun_Jakarta
Positif,2019,Heboh ppdb online jakarta anteng Untungnya 2004 online perubahan Sepertinya daerah 2 jalur ppdb amp zonasi nem patokannya
Positif,2019,PPDBDKI1 RianHandrijoko mendiknas Setuju min Kami dukung Mimin Menyeleksi Pakai Nilai UN.jangan Dengerin Yg kepanasan gara gara Nemnya tertawa Good Job ppdb jakarta
Positif,2019,Pelaksanaan Penerimaan Peserta Didik Baru PPDB 2019 DKI Jakarta berjalan kondusif.\n\nMenurut FSGI Kemendikbud mencontoh Pemprov DKI Jakarta penerapan sistem zonasi PPDB.\n\nBagaimana pengalaman teman-teman mengurus PPDB https t.co/fmxRxLl0gd
Positif,2019,PPDB DKI Jakarta dianggap Bisa dicontoh https t.co/ROagtWjO30
Positif,2019,Warga apresiasi pelaksanaan PPDB online jalur inklusi Jakarta.\nhttps t.co/9K53iTFaYb https t.co/iQjgW5lIjH
Positif,2019,Warga Kelurahan Rawa Badak Selatan Koja Jakarta Utara mengapresiasi jalur inklusi Penerimaan Peserta Didik Baru PPDB online calon pelajar tingkat SD SMA SMK https t.co/5Ht3AqKa1x
Negatif,2020,select1ve maaf bos dbl founder tidak ada uang surabaya merdeka bos tertawa sukarno lahir disini\njakarta kota kelahiran umur si ppdb pakai umur niat sekolah WKWKW
Negatif,2020,BudiMario dewi_darmawati KADISDIK DKI JAKARTA NIH BUAT BLUNDER DAN RAMAI AJA.\nKEMARIN BLUNDER SOAL PPDB SEKARANG SOAL UJIAN nSUKA BANGET YA BUAT BLUNDER n\nDIA UDAH GA BISA TIDUR NYENYAK NIH UDAH VIRAL GINI n\nPERLU DITELUSURI APA MAKSUD DARI SOAL UJIAN TERSEBUT
Negatif,2020,schfess fix nder ppdb jakarta kepental melulu
Negatif,2020,Uki23 Ini akibatnya Bener kerja patung masker atap rumah warga fly over tapal kuda cat ganjil genap motor diberlakukan PPDB jakarta umur acuan
Negatif,2020,Gubernur Anies Baswedan Disdik DKI Jakarta digugat PTUN DKI PPDB 2020 PPDB 2020 DKI seleksi usia melanggar aturan Kemendikbud AniesBaswedan PPDB https t.co/xOwcoQB0Sj
Negatif,2020,Para orang tua murid memasukkan gugatan Pemprov DKI Jakarta PTUN Jakarta menerapkan syarat diskriminatif PPDB online merugikan keberlangsungan pendidikan bermutu siswa murid Joi ElshintaEdisiSiang https t.co/9HqhrFcdue
Negatif,2020,jubidotcom Sosialisasi Buruk ppdb permendibud indonesia jakarta pelajar gubernur daerah kota https t.co/cE23XxWNxX
Negatif,2020,bagiwang sandalista1789 Sosialisasi Buruk ppdb permendibud indonesia jakarta pelajar gubernur daerah kota https t.co/cE23XxWNxX
Negatif,2020,detikcom Sosialisasi Buruk ppdb permendibud indonesia jakarta pelajar gubernur daerah kota https t.co/cE23XxWNxX
Negatif,2020,RestyLeseh Sosialisasi Buruk ppdb permendibud indonesia jakarta pelajar gubernur daerah kota https t.co/cE23XxWNxX
Negatif,2020,RestyLeseh Sosialisasi Buruk ppdb permendibud indonesia jakarta pelajar gubernur daerah kota https t.co/cE23XxWNxX
Negatif,2020,musniumar Gak nonton berita PPDB DKI Jakarta bermasalah iya
Negatif,2020,Ada demo iya anies baswedan aniesbaswedan terkait PPDB DKI Jakarta Gimana solusinya anies baswedan Jangan sembunyi
Negatif,2020,Sadar pelaksanaan penerimaan peserta didik PPDB meninggalkan Jakarta n\nSaya menerima laporan ratusan siswa terdaftar sekolah terancam putus sekolah https t.co/z1w7VpzA1Y
Negatif,2020,Pelajar peraih ratusan penghargaan Aristawidya Maheswari 15 memperoleh tawaran melanjutkan pendidikan SMA sekolah swasta Jakarta gagal lolos seleksi negeri n\n PPDB Jakarta\nhttps t.co/KikuV4a2je
Negatif,2020,Kritik Anies Soal PPDB Reklamasi Presidium Barometer Jakarta Gelar Aksi Demonstrasi https t.co/7rJBJnzCvW https t.co/CkbLbqNuK5
Negatif,2020,Komisi Perlindungan Anak Indonesia KPAI menyebut 106 siswa lolos Penerimaan Peserta Didik Baru PPDB DKI Jakarta 2020 kisruh syarat usia.\n\nBaca selengkapnya https t.co/2sy4ld1Moq\n\n pasticorrecto ppdb jakarta siswa kpaihttps t.co/C8kKS5Mk4s
Negatif,2020,Kids heboh berita siswi bernama Aristawdya Maheswari siswi umur 15 berhasil mememiliki 700 piala perhargaan gagal diterima SMA Negeri Jakarta seleksi Penerimaan Peserta Didik Baru PPDB https t.co/LpkzVJhoszhttps t.co/EwGBwyuRJB
Negatif,2020,PPDB Zonasi 2020 Dihujani Kritik Kini Ribuan Kursi Kosong Sekolah Jakarta Tak Terisi https t.co/mnCon3HxdB
Negatif,2020,Seharusnya menerapkan sistem PPDB Zonasi Diknas DKI memperhitungkan mensosialisasikan sistem enak kursi kosong nJgn smp kursi kosong diperjual belikan loh iya sklh2 favorit Jakarta.\n\nhttps t.co/89T1TBEAaF
Negatif,2020,'LSM GMBI Dki Jakarta Menuntut Kepada Gubernur Dki Jakarta Agar PPDB Segera DiCabut https t.co/zkDWOanUS9
Negatif,2020,saykoji Kemdikbud_RI Swasta dicampuri bang wali murid rebutan cari sekolah negeri ppdb jakarta kemarin gratis spp dan lain-lain buku dipinjamkan Malah sekolah swasta pindah negeri gratis Tapi iya seleksi kacau
Negatif,2020,ttraashhhhh sethrash666 Emang dikritisi sistem ppdb kacau ditambah model zonasi parah Jakarta pakai sistem umur Semua sekolah disamakan kasian anak-anak pintar sekolah mendukung Halo Itjen_Kemdikbud
Negatif,2020,Mulai kebijakan normalisasi sungai jakarta formula B monas mengorbankan pohon2 mahoni penanganan covid19 bantuan korban dampak pandemi ambur adul PPDB mengorbankan anak-anak berprestasi ketidakmampuanmu anies baswedan baswedan
Negatif,2020,'sebenernya orangnya dendam nyesel/kecewa kadang kecewa ppdb zonasi pakai umur 14 oktober 15 harapan japres anak negeri kalah swasta masuk smp netapin masuk sman 81 jakarta sekolah
Negatif,2020,rockykerung armawaras yunartowijaya Ga habis fikir Gw kenal 2org model emak2 misuh2 anaknya keterima sekolah negeri akibat aturan ppdb jakarta Tau disalahin Mendikbud
Negatif,2020,keteknyawonpil iyaa dipindah kerjanya januari udah malas ppdb jakarta ambon huhu
Negatif,2020,lihat ppdb jakarta muda nya 15 3 salah 15 nyoba jakarta anjing Auto swasta
Negatif,2020,duhvii Gatau lelah banget ppdb jakarta
Negatif,2020,Gubernur Covid konpres melulu PPDB JAKARTA MINGKEM KAN TAI https t.co/ZJWzWdSKwf
Negatif,2020,Kadis pendidikan Dki Jakarta kebijakan PPDB batas usia Akibatnya orang tua pusinggggggggggggg mencari uang daftar anak sekolah SWASTA\nKonyollllllllllllllll https t.co/5gW1FyBIla
Negatif,2020,PPDBDKI1 Apa rencana pemerintah DKI Jakarta anak gagal diterima PPDB Kalau ortunya sanggup daftarkan sekolah swasta mahal bagamana
Negatif,2020,Smoga orang membiayai melanjutkan skolah iya adik n\nTak Lolos PPDB Jakarta Pelajar Peraih Ratusan Penghargaan Akhirnya Putus Sekolah https t.co/FM24mnaDx4 https t.co/yx7LS6R9np
Negatif,2020,Kenapa iya DPRD Dki Jakarta diam seribu bahasa orang tua siswa dirugikan/disusahkan aturan Usia PPDB Dki Jakarta Oleh kepala dinas pendidikan n\nANEHH\nKatanya perwakilan rakyat kampanye saudara laki-laki mengaku mengaku berjuang rakyat nKacian deh
Netral,2020,ppdb homeschooling paketa paketb paketc Jakarta Indonesia https t.co/h9Li1AcP4z
Netral,2020,Tahun Pelajaran Walaupun sekolah online adik-adik semangat belajar iya n\nKita kilas ayo jalur PPDB disiapkan Pemprov DKI Dan sih jalur n\n jagajakarta DisdikDKI PPDBJakarta\nhttps t.co/9CvgS2sRhi
Netral,2020,Mau baca2 web nya ppdb jakarta just case https t.co/BgqqNVSFw5
Netral,2020,Sejarah mencatat PPDB DKI Jakarta https t.co/bSvQEFGTAp
Netral,2020,Kisruh Penerimaan Peserta Didik Baru PPDB 2020 DKI Jakarta perbincangan.\n KAMUHARUSTAU PPDB\n ppdbdki2020 n\nhttps t.co/JPBJMSN80r
Netral,2020,Anies Baswedan kajian penyaluran bantuan siswa gagal PPDB 2020 KoranTempo Jakarta\nhttps t.co/bhCrY2LATK
Netral,2020,Pelaksanaan Sosperda No 2 Tahun 2016 Kepemudaan Ketua Fraksi NasDem DPRD DKI Jakarta Wibi Andrino\n\nPada kesempatan wibiandrino menyerap aspirasi kesehatan PPDB DKI pelatihan UMKM online\n\n DPWNasDemJKT NasDem n\n FraksiNasDemJKT https t.co/4GhrvEFfIj
Netral,2020,Dinas Pendidikan DKI Jakarta menanggapi kabar siswa berprestasi bernama Aristawidya Maheswari Gadis kerap disapa Arista gagal lolos PPDB DKI memiliki prestasi PPDB PPDBDKI https t.co/eMansno8k4
Netral,2020,Tahun ajaran 2020/2021 Namun 7.798 kursi kuota Penerimaan Peserta Didik Baru PPDB DKI Jakarta Tahun 2020 kosong PPDB PPDBDKI https t.co/SSpGDe3DRd
Netral,2020,Terdapat 106 nama mengadukan nasibnya KPAI gagal lolos PPDB DKI Daftar 106 diserahkan Disdik DKI Jakarta ditindaklanjuti PPDB PPDBDKI https t.co/BhbDIgnNLj
Netral,2020,PPDB Jakarta resmi Tahun PPDB Jakarta menambah syarat usia peserta didik kumparanNEWS https t.co/nPpZtwbGwn
Netral,2020,PPDB DKI Jakarta 2020 Selesai Ribuan Kursi Masih Kosong https t.co/hvi02lrzxy
Netral,2020,"Kursi kosong Sekolah Negeri PPDB Jakarta jenjang Sekolah Dasar SD 6,71 persen 6.666 kursi kumparanNEWS https t.co/p2HVAQVRI1"
Netral,2020,Dinas Pendidikan DKI Jakarta kursi tersisa PPDB 2020 https t.co/L55jEDEh6b https t.co/wk1TtxBOON
Netral,2020,PPDB Jakarta 2020/2021 sisakan 7.758 kursi kosong\nhttps t.co/HFTsCFgban https t.co/lUnVOgOtjs
Netral,2020,PPDB Berakhir Masih 7.758 Kursi Kosong Jakarta Penyebab kursi kosong penutupan PPDB zonasi sekolah berlokasi pusat perkantoran Kepulauan Seribu https t.co/qD0pwLK3UY
Netral,2020,PPDB 2020 DKI JAKARTA POLEMIK PERSYARATAN USIA DALAM PBB n\nHalo sahabat FEMA n\nPelaksanaan PPDB DKI Jakarta perbedaan penggunaan usia salah faktor pertimbangan penerimaan calon peserta didik https t.co/F1gdwYA4Eh
Netral,2020,SDN Srengseng 5 Pagi Kembangan Jakarta Barat mengadakan sosialisasi Pembelajaran Jarak Jauh PJJ wali murid https t.co/RvxzgBKMzo ppdb pendaftaranppdb antreanppdb
Netral,2020,ILUNI UI mengadakan webinar pro-kontra kebijakan PPDB DKI Jakarta webinar seputar inovasi koperasi Policy Center ILUNI UI mengadakan diskusi diunggah Spotify Youtube ILUNI UI diskusi aktivis Alumni UI https t.co/kSh8xmBgc8
Netral,2020,ikramarki ppdb jakarta bang
Positif,2020,historydino Gue ipa akibat kelempar melulu terpaksa milih ips\n\nTadinya linjur sih IPS enak xixixixix terima kasih PPDB Jakarta
Positif,2020,Sistem Penerimaan Peserta Didik Baru PPDB menyisakan kisah haru Bunda Seorang putri sopir angkot berhasil lolos SMA favorit Jakarta https t.co/aMdGtrmZ2y
Positif,2020,Cerita PPDB 2020 Jakarta nCalon siswa keluarga miskin masuk sekolah favorit Inilah semangat pendidikan tuntas berkualitas ibukota Indonesia pendidikan jakartakolaborasi dkijakarta Disdik_DKI n\nhttps t.co/FEDzZp6aVg https t.co/7RodqYnQW4
Positif,2020,News Ketua Komisi E Apresiasi Bantuan Siswa Tak Lolos PPDB https t.co/sziHA5qW2i Berita Jakarta
Positif,2020,Beruntung yaaa warga Jakarta Gubernur peduli n\nSelain Uang Pangkal Pemprov DKI Akan Bantu SPP Siswa Gagal PPDB Masuk Sekolah Swasta https t.co/mBtkIDEVTH
Positif,2020,Walaupun proses PPDB DKI Jakarta menuai polemik Ketua Komisi E DPRD DKI Jakarta menilai proses KAMUHARUSTAU\n\nhttps t.co/XxKxiaFnWm
Positif,2020,tvOneNews tvOneNews menge-Tweet Pengamat pendidikan pelaksanaan PPDB Zonasi DKI Jakarta keadilan masyarakat menengah CariBeritaditvOne diRumahNontontvOne PPDBDKI https t.co/nzb2qCXdyn https t.co/UkzpD09A8x
Positif,2020,Alhamdulillah masuk PPDB jakarta bun https t.co/9OOvOvcsU1
Positif,2020,Pengurus kader PSI dirikan Posko bantu warga kesulitan daftarkan anaknya program Penerimaan Peserta Didik Baru PPDB Semoga keruwetan penerimaan siswa Jakarta teratasi https t.co/yGR3JEZuSX
Positif,2020,Pengamat pendidikan pelaksanaan PPDB Zonasi DKI Jakarta keadilan masyarakat menengah CariBeritaditvOne diRumahNontontvOne PPDBDKI https t.co/PnDLKlwlCr
Positif,2020,Ada kabar Kemendikbud PPDB DKI Jakarta Semoga menyelesaikan kekisruhan Kemendikbud https t.co/8YngE4YIah
Negatif,2021,GL0WINGSUNSETS pokonya osis ekskul jabatannya langsung ajuin biar poin tidak tahu bandung bagamana krna daerah beda sistem ppdb prestasinya jakarta jelek banget anjr
Negatif,2021,aqueelogy Aaaa queela keren nAku seangkatan JAKARTA PPDB NYA MAKE UMUR MAU NANGIS umur 14 Udh pasrah banget tidak bisa masuk SMA SMK tertawa i 'll do my best
Negatif,2021,'Ppdb jakarta makan gaji buta gajelas peraturannya Kasian anak-anak
Negatif,2021,Ppdb jakarta tolong pecat pegawai pegawai tidak bisa kerja Kebijakan2 gamasuk akal gila peraturannya sekola iya pakai nilai umur
Negatif,2021,Ppdb jakarta gajelas
Negatif,2021,jexatommo oalah jakarta offline iya jakarta 2011 ppdb online lupa online servernya heran berubah bertahun
Negatif,2021,Kasihan banget lihat ibu2 pasrah menunggu sisa kursi sekolah bener bener ppdb menguras emosiiiii PPDBJakarta ppdb2021
Negatif,2021,ppdb jakarta kacau banget sistem prestasi pakai umur amppersentil sistem zonasi pakai umur deh umur muda pintar kalah umurnya https t.co/cDGGsZ5uI1
Negatif,2021,ppdb jakarta ngaretnya kelebihan ih sia sia bangun pagi AAAABBHHJIIIINNGGG https t.co/9jgHSeWlPK
Negatif,2021,PPDB JAKARTA KENAPA SISTEMNYA NGESELIN DAH
Negatif,2021,ppdb jakarta bagamana sii daftarin sepupu biar cepat milih skolah
Negatif,2021,'INI GIMANA PPDB JAKARTA MASA GA ADA PILIHAN SEKOLAH NYA
Negatif,2021,ppdb jakarta stress anjing
Negatif,2021,dihatitaehyung PPDBDKI1 iya salah banget ppdb jakarta iya 20 masuk sma jdnya swasta sedih banget
Negatif,2021,'sdh 2 ppdb dki bermasalah pendidikan berkualitas umur berkualitas keluarga jakarta sekolah swasta pilihan gap year timbulkan gunung es depannya tolong bapak/ibu terhormat dipertimbangkan ulang
Negatif,2021,orang jakarta LO GA KESEL APA SAMA PPDB ZONASIII 20tahun keterima jing duhhh gni gaush memikirkan nilai umur tua
Negatif,2021,lesgobipu Plss depresi banget ppdb jakarta Sistem zonasinya adil
Negatif,2021,Yang tua sekolah nYg muda hancurrr nMenuju indonesiahancur2030\n.\n PPDBJakarta\n kompascom Metro_TV nadiemmakarim Itjen_Kemdikbud jokowi
Negatif,2021,jalur umur mah jalur zonasi badut banget ppdb jakarta
Negatif,2021,Capek sistem PPDB jakarta
Negatif,2021,0427JAY bohong banget ppdb jakarta
Negatif,2021,GIMANASI PPDB JAKARTA KATAMYA ZONASI KOK PAKE UMUR ANEH
Negatif,2021,rebutan booking vaksin jakarta bikin sakit perut berasa ppdb
Netral,2021,schfess dom jakarta pengaruh nder kemarin ppdb dipakai rapot smstr 1-5
Netral,2021,schfess nder coba search ppdb 2021 sebentar muncul nilai murni ppdb jakarta bidang prestasi sekedar informasi kuat nilai lomba lomba/pengurus ekskul
Netral,2021,karruboo lombanyaa kira2 kapann soalya ppdb jakarta gasalaa lombanya maksimal 6 pendaftaran ppdb gituu
Netral,2021,schfess daerah jakarta pakai zona zona nder ppdb kemarin kalopun jarak sekolah 900m gamasuk zona utamanya jakarta deh
